Weight (kg),Activity Level (steps),Heart Rate (bpm),Calorie Burn,Temperature (C),Food Intake (calories),Water Intake (ml),Breathing Rate (breaths/min),Barking Frequency,Behaviour Pattern
11.6889,0,108,1,25.6,0,0,16,None,Sleeping
11.6889,0,109,1,25.1,0,0,17,None,Sleeping
11.6889,0,109,2,25.4,0,0,15,None,Sleeping
11.6889,0,105,2,25.8,0,0,19,None,Sleeping
11.6889,2898,115,137.5,35.2,0,0,35,High,Walking
11.6889,467,112,24.8,25.3,0,105.2,25,None,Normal
11.6889,251,110,12.7,27.8,246.6,80.9,19,None,Eating
11.6889,456,110,23.3,27.2,0,34.8,25,Low,Normal
11.6889,551,137,26.8,30.4,0,0,28,Low,Playing
11.6889,784,122,37.7,28.6,0,0,31,Low,Playing
11.6889,2246,116,108,33.6,0,0,35,None,Walking
11.6889,2169,115,102.4,29.7,0,0,40,High,Walking
11.6889,1081,129,51.5,30.8,0,0,22,High,Playing
11.6889,453,105,24.2,26.9,0,97.1,18,Low,Normal
11.6889,213,105,11,28,246.9,168.7,22,None,Eating
11.6889,1474,124,69.9,29.8,0,0,27,Medium,Playing
11.6889,322,114,18.1,27,0,57.5,25,None,Normal
11.6889,441,110,21.6,24.5,0,18.1,27,Low,Normal
11.6889,0,113,3,27,0,0,19,None,Sleeping
11.6634,0,102,2,25.7,0,0,16,None,Sleeping
11.6634,0,110,2,27.3,0,0,19,None,Sleeping
11.6634,0,109,2,26.5,0,0,15,None,Sleeping
11.6634,0,110,3,25.1,0,0,17,None,Sleeping
11.6634,0,111,2,25.4,0,0,16,None,Sleeping
11.6634,0,109,3,25.3,0,0,15,None,Sleeping
11.6634,0,105,1,26,0,0,20,None,Sleeping
11.6634,0,110,2,25.3,0,0,16,None,Sleeping
11.6634,0,108,2,26.6,0,0,15,None,Sleeping
11.6634,104,113,7.9,25.5,224.1,249.6,25,None,Eating
11.6634,2465,124,118,28.5,0,0,30,High,Walking
11.6634,168,113,8.8,28.5,0,70.7,24,Low,Normal
11.6634,195,110,10.1,26.8,0,88.2,20,None,Normal
11.6634,0,108,3,26.6,0,0,18,None,Sleeping
11.6634,340,106,16.9,28.8,0,87.8,22,Low,Normal
11.6634,337,112,16.7,26.9,0,52.9,21,Low,Normal
11.6634,360,107,17.8,25.1,0,54.5,20,Low,Normal
11.6634,257,110,14,27.5,269.5,125.2,23,None,Eating
11.6634,219,108,12.2,26.7,0,78.4,19,Low,Normal
11.6634,205,105,12.6,27.5,0,63,24,Low,Normal
11.6634,1265,129,60,34.3,0,0,35,None,Walking
11.6634,0,110,1,25.6,0,0,20,None,Sleeping
11.6634,0,109,3,27.3,0,0,16,None,Sleeping
11.6634,0,106,1,27.2,0,0,15,None,Sleeping
11.6857,0,104,2,26.1,0,0,19,None,Sleeping
11.6857,0,104,1,25.6,0,0,19,None,Sleeping
11.6857,0,103,1,27,0,0,20,None,Sleeping
11.6857,0,106,1,27.4,0,0,19,None,Sleeping
11.6857,0,105,1,24.5,0,0,17,None,Sleeping
11.6857,0,105,3,24.5,0,0,19,None,Sleeping
11.6857,0,102,1,27.5,0,0,16,None,Sleeping
11.6857,0,102,2,25.7,0,0,19,None,Sleeping
11.6857,112,107,8.2,25,244.8,199,16,None,Eating
11.6857,3137,119,148.6,32.6,0,0,28,Low,Walking
11.6857,405,104,21.9,26.8,0,42.1,18,None,Normal
11.6857,630,134,30.4,30.3,0,0,37,Low,Playing
11.6857,451,116,22.1,26.3,0,87.7,21,Low,Normal
11.6857,879,128,42.1,31.3,0,0,25,Low,Playing
11.6857,1156,116,56,31,0,0,26,High,Playing
11.6857,397,133,21.6,29.3,0,0,30,Medium,Playing
11.6857,378,113,20.7,26.3,0,88.7,21,Low,Normal
11.6857,131,106,8.1,27,257.4,241.8,23,None,Eating
11.6857,1545,137,75.2,27.6,0,0,31,High,Playing
11.6857,1527,132,72.4,32.7,0,0,35,Low,Walking
11.6857,236,113,13,26.4,0,68.5,24,None,Normal
11.6857,211,104,11.9,26.8,0,51.4,17,Low,Normal
11.6857,1290,125,62.3,30.8,0,0,26,Low,Playing
11.6857,0,108,1,25.4,0,0,15,None,Sleeping
11.6695,0,104,1,26.1,0,0,16,None,Sleeping
11.6695,0,113,3,26,0,0,20,None,Sleeping
11.6695,0,110,3,26.9,0,0,16,None,Sleeping
11.6695,0,105,3,25.9,0,0,16,None,Sleeping
11.6695,0,107,2,26.6,0,0,20,None,Sleeping
11.6695,0,104,1,25.7,0,0,17,None,Sleeping
11.6695,0,106,3,25.8,0,0,15,None,Sleeping
11.6695,264,109,15.3,27.5,179.2,113.1,24,None,Eating
11.6695,2017,117,96.1,30.1,0,0,39,None,Walking
11.6695,634,129,31.6,28.8,0,0,33,High,Playing
11.6695,1414,129,68,30,0,0,28,Low,Playing
11.6695,374,107,18.5,25.1,0,23.6,23,None,Normal
11.6695,0,102,3,24.9,0,0,18,None,Sleeping
11.6695,206,107,11.6,26.6,0,13.7,17,None,Normal
11.6695,560,135,29.1,30.7,0,0,32,High,Playing
11.6695,0,110,1,24.8,0,0,18,None,Sleeping
11.6695,339,113,17.8,26.2,259.4,95.5,20,None,Eating
11.6695,297,106,14.9,28.3,0,97.7,24,Low,Normal
11.6695,356,105,19.6,26,0,70.7,24,Low,Normal
11.6695,2790,121,133.2,31.9,0,0,31,High,Walking
11.6695,329,107,16.4,27.9,0,4.8,21,Low,Normal
11.6695,369,110,18.2,26.5,0,26,22,Low,Normal
11.6695,0,109,3,26.6,0,0,20,None,Sleeping
11.6695,0,108,1,25,0,0,17,None,Sleeping
11.6596,0,112,2,25.1,0,0,15,None,Sleeping
11.6596,0,108,2,26.7,0,0,17,None,Sleeping
11.6596,0,113,2,25.9,0,0,18,None,Sleeping
11.6596,0,111,3,24.8,0,0,16,None,Sleeping
11.6596,0,111,1,27,0,0,17,None,Sleeping
11.6596,0,105,1,25.7,0,0,15,None,Sleeping
11.6596,0,102,1,24.6,0,0,17,None,Sleeping
11.6596,105,111,5.9,25.8,183.2,142.5,18,None,Eating
11.6596,2513,136,120.2,30.8,0,0,27,Medium,Walking
11.6596,204,106,10.5,24.6,0,72.6,16,None,Normal
11.6596,365,105,20,28.3,0,71.8,26,Low,Normal
11.6596,402,112,21.7,28.6,0,19.8,22,None,Normal
11.6596,297,116,14.9,27.3,0,94,21,None,Normal
11.6596,400,103,19.7,27.7,0,13.7,22,None,Normal
11.6596,495,110,26.1,28.5,0,88.2,17,None,Normal
11.6596,453,112,22.1,28.9,0,74.9,25,Low,Normal
11.6596,295,106,16.8,27.7,258.8,199.5,17,None,Eating
11.6596,220,111,12.3,27.4,0,5.5,19,None,Normal
11.6596,411,108,22.2,27.3,0,29.6,27,Low,Normal
11.6596,3163,122,148.5,33.1,0,0,35,High,Walking
11.6596,173,109,10.1,28.2,0,100.6,20,None,Normal
11.6596,362,111,18.9,26,0,37.2,21,None,Normal
11.6596,0,106,1,25.7,0,0,17,None,Sleeping
11.6596,0,112,1,26.2,0,0,19,None,Sleeping
11.6516,0,104,1,27.1,0,0,19,None,Sleeping
11.6516,0,106,1,24.7,0,0,15,None,Sleeping
11.6516,0,105,1,27,0,0,18,None,Sleeping
11.6516,0,104,3,26.5,0,0,15,None,Sleeping
11.6516,0,103,2,26,0,0,15,None,Sleeping
11.6516,0,104,3,27.3,0,0,19,None,Sleeping
11.6516,0,107,3,26.7,0,0,18,None,Sleeping
11.6516,0,105,3,26.6,0,0,19,None,Sleeping
11.6516,296,107,15.8,25.8,193.8,226.6,22,None,Eating
11.6516,1668,124,80.7,30.7,0,0,35,High,Walking
11.6516,441,107,23.6,26.4,0,7.6,22,None,Normal
11.6516,0,104,3,25.3,0,0,19,None,Sleeping
11.6516,0,112,1,24.6,0,0,18,None,Sleeping
11.6516,187,111,9.7,25.2,0,52.6,23,None,Normal
11.6516,266,116,13.4,28.2,0,0.6,21,None,Normal
11.6516,187,110,10.7,25,0,38.9,22,Low,Normal
11.6516,160,102,9.5,25.9,276,176.4,22,None,Eating
11.6516,267,107,14.4,28.7,0,50.8,18,None,Normal
11.6516,0,104,2,27,0,0,20,None,Sleeping
11.6516,431,124,22.1,28.5,0,0,32,High,Playing
11.6516,1283,117,61.8,31.3,0,0,37,High,Walking
11.6516,353,108,19.5,29,0,54.6,27,None,Normal
11.6516,266,104,13.4,27.8,0,12.5,24,None,Normal
11.6516,0,103,1,24.8,0,0,15,None,Sleeping
11.6712,0,109,2,26.7,0,0,20,None,Sleeping
11.6712,0,106,3,27.3,0,0,20,None,Sleeping
11.6712,0,103,3,24.5,0,0,18,None,Sleeping
11.6712,0,110,3,26.9,0,0,19,None,Sleeping
11.6712,0,104,1,25,0,0,20,None,Sleeping
11.6712,0,110,1,26.6,0,0,17,None,Sleeping
11.6712,0,105,2,25.6,0,0,17,None,Sleeping
11.6712,0,106,2,25.2,0,0,18,None,Sleeping
11.6712,0,107,3,26.8,0,0,16,None,Sleeping
11.6712,0,113,2,25.6,0,0,20,None,Sleeping
11.6712,984,123,48.9,32.6,0,0,37,Low,Walking
11.6712,190,113,11.9,29.4,224.7,173.7,23,None,Eating
11.6712,521,106,27.3,26.7,0,4.3,19,Low,Normal
11.6712,509,113,25.8,25.6,0,37.7,24,None,Normal
11.6712,299,103,17,26.5,0,81.2,22,Low,Normal
11.6712,2936,123,138.1,33.7,0,0,23,Medium,Walking
11.6712,2494,130,117.4,32.3,0,0,33,None,Walking
11.6712,385,107,20,25.1,0,17.7,25,Low,Normal
11.6712,246,114,13.5,26.7,0,21.6,25,Low,Normal
11.6712,347,113,19.2,29.1,175.1,237.6,27,None,Eating
11.6712,1020,131,49.6,29.7,0,0,30,Medium,Playing
11.6712,1487,112,70.4,31,0,0,28,Low,Playing
11.6712,517,110,27.1,24.9,0,83.2,25,None,Normal
11.6712,841,131,40.3,29.4,0,0,27,High,Playing
11.6389,0,110,3,25.6,0,0,16,None,Sleeping
11.6389,0,105,2,25.5,0,0,16,None,Sleeping
11.6389,0,107,3,26.3,0,0,18,None,Sleeping
11.6389,0,111,3,24.8,0,0,15,None,Sleeping
11.6389,0,113,3,26.8,0,0,20,None,Sleeping
11.6389,0,103,2,24.8,0,0,18,None,Sleeping
11.6389,0,111,1,25.4,0,0,18,None,Sleeping
11.6389,0,106,2,26.4,0,0,15,None,Sleeping
11.6389,0,112,1,26,0,0,17,None,Sleeping
11.6389,0,106,1,26.5,0,0,18,None,Sleeping
11.6389,2515,117,119.1,31.7,0,0,26,Medium,Walking
11.6389,1412,134,67.7,30.3,0,0,29,High,Playing
11.6389,217,109,11.1,27.2,156.3,193.7,25,None,Eating
11.6389,284,105,14.2,27.6,0,95.7,20,None,Normal
11.6389,2845,136,135.5,31,0,0,32,Low,Walking
11.6389,2931,137,137.5,28.6,0,0,35,Medium,Walking
11.6389,2979,128,140.7,31.5,0,0,36,None,Walking
11.6389,676,129,34.5,28.7,0,0,31,High,Playing
11.6389,1286,128,61.9,28.2,0,0,25,High,Playing
11.6389,242,107,13.3,29.3,159.7,250.3,19,None,Eating
11.6389,343,105,18,25.3,0,60.6,23,None,Normal
11.6389,1709,119,82.6,31,0,0,26,Medium,Playing
11.6389,1444,120,70.2,29.3,0,0,27,Low,Playing
11.6389,0,107,2,27.2,0,0,19,None,Sleeping
11.5592,0,110,2,25.1,0,0,19,None,Sleeping
11.5592,0,112,2,25.5,0,0,19,None,Sleeping
11.5592,0,106,3,26.9,0,0,15,None,Sleeping
11.5592,0,112,3,25.1,0,0,18,None,Sleeping
11.5592,0,108,2,26.8,0,0,19,None,Sleeping
11.5592,0,106,2,26.8,0,0,17,None,Sleeping
11.5592,0,103,1,27.4,0,0,18,None,Sleeping
11.5592,0,102,3,27.1,0,0,16,None,Sleeping
11.5592,195,108,11,26.1,220.5,257.5,17,None,Eating
11.5592,1971,135,92.1,32.6,0,0,25,High,Walking
11.5592,1140,113,55.7,32.4,0,0,34,Medium,Playing
11.5592,0,108,2,27.2,0,0,15,None,Sleeping
11.5592,338,114,16.6,27.1,0,69.9,21,None,Normal
11.5592,385,112,18.8,28.2,0,69.2,18,Low,Normal
11.5592,1614,134,75.6,30.3,0,0,29,High,Playing
11.5592,296,104,15.7,27,0,71.1,17,None,Normal
11.5592,324,110,18,28.5,223.4,189.4,20,None,Eating
11.5592,315,114,17.6,27.8,0,6.8,23,Low,Normal
11.5592,548,108,26.3,28.3,0,52.1,23,None,Normal
11.5592,1881,118,88,28.8,0,0,31,Medium,Walking
11.5592,433,109,21,27,0,72.1,21,None,Normal
11.5592,1205,110,58.7,29.8,0,0,36,Medium,Playing
11.5592,0,106,3,25,0,0,20,None,Sleeping
11.5592,0,109,3,26.9,0,0,18,None,Sleeping
11.5465,0,106,1,25.1,0,0,17,None,Sleeping
11.5465,0,102,1,26,0,0,15,None,Sleeping
11.5465,0,113,2,25.5,0,0,19,None,Sleeping
11.5465,0,109,2,26.2,0,0,17,None,Sleeping
11.5465,0,105,1,26.4,0,0,19,None,Sleeping
11.5465,0,110,2,25.8,0,0,19,None,Sleeping
11.5465,0,104,1,27.1,0,0,19,None,Sleeping
11.5465,0,103,1,25.9,0,0,20,None,Sleeping
11.5465,226,106,11.4,24.5,297.1,67.9,17,None,Eating
11.5465,777,115,38.9,34.3,0,0,34,Low,Walking
11.5465,512,106,25.6,28.2,0,65.7,24,None,Normal
11.5465,238,113,13,26.1,0,33.3,25,Low,Normal
11.5465,0,109,1,26.2,0,0,18,None,Sleeping
11.5465,621,127,29.7,28.3,0,0,33,High,Playing
11.5465,961,116,47.4,29.8,0,0,32,High,Playing
11.5465,433,115,21,28,0,79.9,19,None,Normal
11.5465,383,108,20.7,26.7,0,74.7,21,Low,Normal
11.5465,339,115,18.7,28.6,170.3,213.2,17,None,Eating
11.5465,1489,135,70.8,28.1,0,0,34,High,Playing
11.5465,406,119,19.8,30.6,0,0,25,High,Playing
11.5465,1254,114,59.9,31,0,0,38,Medium,Walking
11.5465,480,107,24.2,25.1,0,78.9,21,Low,Normal
11.5465,0,102,1,25.8,0,0,17,None,Sleeping
11.5465,0,110,3,24.8,0,0,20,None,Sleeping
11.5531,0,110,3,26.9,0,0,16,None,Sleeping
11.5531,0,108,1,27.4,0,0,19,None,Sleeping
11.5531,0,112,1,26.8,0,0,16,None,Sleeping
11.5531,0,111,2,26.1,0,0,19,None,Sleeping
11.5531,0,110,3,27.2,0,0,15,None,Sleeping
11.5531,0,111,3,25,0,0,17,None,Sleeping
11.5531,0,104,2,27.3,0,0,20,None,Sleeping
11.5531,0,113,3,27,0,0,19,None,Sleeping
11.5531,0,103,2,27.5,0,0,20,None,Sleeping
11.5531,176,113,10.1,29.3,159,131.2,17,None,Eating
11.5531,3032,119,143.1,31.8,0,0,26,Medium,Walking
11.5531,393,105,20.2,27.8,0,48.9,24,Low,Normal
11.5531,314,107,17.5,25.8,0,48,27,None,Normal
11.5531,1603,128,76.1,30.7,0,0,31,Medium,Playing
11.5531,337,112,17.6,28.5,0,42.4,19,Low,Normal
11.5531,434,111,21.1,26.4,0,10.3,25,Low,Normal
11.5531,1191,115,56,29.5,0,0,24,High,Playing
11.5531,339,106,16.7,25.9,278.9,134.9,20,None,Eating
11.5531,318,110,15.7,29,0,16.7,20,Low,Normal
11.5531,1216,133,58.2,31.6,0,0,31,Low,Walking
11.5531,512,116,26.7,27.2,0,69.4,19,Low,Normal
11.5531,945,127,45.7,29.2,0,0,32,Low,Playing
11.5531,0,101,2,26.4,0,0,20,None,Sleeping
11.5531,0,106,3,24.5,0,0,15,None,Sleeping
11.5385,0,110,2,26.5,0,0,15,None,Sleeping
11.5385,0,104,3,24.7,0,0,18,None,Sleeping
11.5385,0,111,3,27.3,0,0,20,None,Sleeping
11.5385,0,104,3,25.4,0,0,16,None,Sleeping
11.5385,0,101,1,26.7,0,0,18,None,Sleeping
11.5385,0,109,3,26.3,0,0,19,None,Sleeping
11.5385,0,110,3,25.1,0,0,18,None,Sleeping
11.5385,0,112,3,27.3,0,0,18,None,Sleeping
11.5385,169,108,8.8,25.4,153.8,150.3,21,None,Eating
11.5385,1699,114,79.4,32.4,0,0,28,Medium,Walking
11.5385,296,103,16.7,27.5,0,91.5,19,None,Normal
11.5385,0,111,3,25.7,0,0,20,None,Sleeping
11.5385,137,115,7.3,25.5,0,64.5,22,Low,Normal
11.5385,488,107,24.5,27.1,0,93.2,24,Low,Normal
11.5385,326,110,16,26,0,40.4,21,None,Normal
11.5385,179,107,9.3,25.2,0,45.7,19,None,Normal
11.5385,433,108,21,26.9,0,20.2,21,None,Normal
11.5385,328,108,16.1,28.7,181.3,228.7,19,None,Eating
11.5385,417,112,21.2,28,0,47.5,21,None,Normal
11.5385,227,109,13.5,27.5,0,99.9,23,Low,Normal
11.5385,2303,113,107.3,29.6,0,0,26,High,Walking
11.5385,322,105,17.9,25.7,0,98.2,25,None,Normal
11.5385,0,109,1,26.6,0,0,15,None,Sleeping
11.5385,0,108,2,26.6,0,0,15,None,Sleeping
11.5319,0,109,2,25.6,0,0,15,None,Sleeping
11.5319,0,104,2,25,0,0,17,None,Sleeping
11.5319,0,110,1,24.6,0,0,16,None,Sleeping
11.5319,0,109,1,25.9,0,0,20,None,Sleeping
11.5319,0,105,1,25.2,0,0,16,None,Sleeping
11.5319,0,103,2,25.3,0,0,15,None,Sleeping
11.5319,0,107,1,27.2,0,0,19,None,Sleeping
11.5319,268,115,15.4,27,173.5,101,21,None,Eating
11.5319,2974,121,140.2,29.5,0,0,27,Low,Walking
11.5319,1191,130,56.9,30,0,0,28,High,Playing
11.5319,1356,120,64.5,30.5,0,0,31,High,Playing
11.5319,319,109,15.7,28,0,81,23,Low,Normal
11.5319,986,122,48.5,31.6,0,0,25,High,Playing
11.5319,363,111,19.7,26.6,0,64.9,20,None,Normal
11.5319,198,111,10.1,26.4,0,0.8,25,None,Normal
11.5319,387,113,18.9,28,0,13.5,21,Low,Normal
11.5319,508,109,24.4,24.6,0,8.9,25,Low,Normal
11.5319,107,108,5.9,27.7,246.6,81.6,18,None,Eating
11.5319,385,115,20.8,25.3,0,71,22,None,Normal
11.5319,2719,129,127.4,32.7,0,0,34,Low,Walking
11.5319,498,114,24,26.6,0,30.1,22,None,Normal
11.5319,670,119,31.9,28.6,0,0,27,Medium,Playing
11.5319,537,110,26.8,26.7,0,33.7,25,None,Normal
11.5319,0,111,2,24.9,0,0,20,None,Sleeping
11.5003,0,106,2,24.7,0,0,19,None,Sleeping
11.5003,0,109,3,24.6,0,0,15,None,Sleeping
11.5003,0,109,3,25.4,0,0,19,None,Sleeping
11.5003,0,108,1,26.5,0,0,19,None,Sleeping
11.5003,0,108,3,26.2,0,0,18,None,Sleeping
11.5003,0,108,3,25,0,0,15,None,Sleeping
11.5003,0,102,1,27.2,0,0,17,None,Sleeping
11.5003,0,107,1,26.4,0,0,19,None,Sleeping
11.5003,0,104,1,26.2,0,0,18,None,Sleeping
11.5003,0,110,1,25.1,0,0,17,None,Sleeping
11.5003,3018,131,139.8,32.7,0,0,31,None,Walking
11.5003,327,109,17,26.1,0,17.9,25,Low,Normal
11.5003,203,109,12.3,25,203.3,115.4,20,None,Eating
11.5003,332,114,16.3,27.4,0,100.5,26,Low,Normal
11.5003,2090,119,98.1,30.9,0,0,29,High,Walking
11.5003,2704,124,127.4,33.1,0,0,33,None,Walking
11.5003,3194,132,147.9,29.9,0,0,33,None,Walking
11.5003,263,105,14.1,27,0,91.8,22,None,Normal
11.5003,140,102,8.4,27.8,0,1.4,21,None,Normal
11.5003,265,113,13.2,27.3,186,160.5,22,None,Eating
11.5003,256,106,12.8,27.5,0,77.9,25,Low,Normal
11.5003,311,104,17.3,24.5,190.9,59.3,23,None,Eating
11.5003,0,108,1,25.5,0,0,16,None,Sleeping
11.5003,0,101,3,24.7,0,0,18,None,Sleeping
11.4916,0,107,2,24.8,0,0,19,None,Sleeping
11.4916,0,111,2,26.6,0,0,15,None,Sleeping
11.4916,0,103,1,26.1,0,0,18,None,Sleeping
11.4916,0,111,1,27.2,0,0,17,None,Sleeping
11.4916,0,112,1,25.6,0,0,18,None,Sleeping
11.4916,0,109,2,24.5,0,0,19,None,Sleeping
11.4916,0,109,2,26.4,0,0,15,None,Sleeping
11.4916,0,107,3,26.4,0,0,20,None,Sleeping
11.4916,0,107,1,26,0,0,15,None,Sleeping
11.4916,0,103,1,25,0,0,19,None,Sleeping
11.4916,2603,117,122.7,35.4,0,0,25,High,Walking
11.4916,156,104,10.2,29,214.1,121,24,None,Eating
11.4916,0,102,2,26.7,0,0,20,None,Sleeping
11.4916,0,112,2,25.9,0,0,20,None,Sleeping
11.4916,390,112,20.9,27.4,0,6.9,19,None,Normal
11.4916,2201,125,102.2,31.3,0,0,34,Low,Walking
11.4916,2970,111,139.5,34.6,0,0,39,None,Walking
11.4916,383,113,18.6,26.7,0,60,20,None,Normal
11.4916,266,110,15.2,27.1,246,229.1,19,None,Eating
11.4916,342,109,16.7,26,0,68,21,None,Normal
11.4916,639,120,31.4,31.1,0,0,33,Low,Playing
11.4916,268,112,15.3,29.2,0,74.9,24,None,Normal
11.4916,354,110,19.3,26.4,0,94,25,None,Normal
11.4916,0,109,3,25.1,0,0,18,None,Sleeping
11.4818,0,108,2,24.8,0,0,20,None,Sleeping
11.4818,0,109,2,27,0,0,16,None,Sleeping
11.4818,0,106,3,24.7,0,0,17,None,Sleeping
11.4818,0,106,3,25.7,0,0,17,None,Sleeping
11.4818,0,109,1,24.7,0,0,17,None,Sleeping
11.4818,0,112,1,27.3,0,0,15,None,Sleeping
11.4818,0,111,1,24.5,0,0,15,None,Sleeping
11.4818,0,105,1,27.5,0,0,19,None,Sleeping
11.4818,0,109,3,25.6,0,0,15,None,Sleeping
11.4818,257,110,12.8,27.1,288.2,155.5,25,None,Eating
11.4818,986,124,48.3,33.3,0,0,29,Medium,Walking
11.4818,0,105,1,25.4,0,0,18,None,Sleeping
11.4818,327,111,17,26.4,0,87.8,24,None,Normal
11.4818,0,108,1,25,0,0,17,None,Sleeping
11.4818,312,114,17.3,25.4,0,20.4,26,None,Normal
11.4818,202,106,10.3,27.2,0,7.7,24,None,Normal
11.4818,424,108,22.5,26.3,0,2,25,None,Normal
11.4818,296,108,16.6,26.5,257,223.5,25,None,Eating
11.4818,455,104,22.9,29.3,0,90.1,21,Low,Normal
11.4818,374,114,19.2,27,0,66.9,25,Low,Normal
11.4818,1731,126,82.5,31.5,0,0,31,Medium,Walking
11.4818,262,105,15,27.7,0,2.4,27,Low,Normal
11.4818,332,112,17.2,29.3,0,38.4,16,Low,Normal
11.4818,0,110,3,24.5,0,0,15,None,Sleeping
11.5106,0,106,1,26.6,0,0,15,None,Sleeping
11.5106,0,110,2,25.2,0,0,17,None,Sleeping
11.5106,0,108,2,25.7,0,0,16,None,Sleeping
11.5106,0,108,2,24.8,0,0,17,None,Sleeping
11.5106,0,105,1,25.6,0,0,19,None,Sleeping
11.5106,0,112,1,26.9,0,0,19,None,Sleeping
11.5106,0,110,3,26.7,0,0,15,None,Sleeping
11.5106,0,104,3,25.7,0,0,18,None,Sleeping
11.5106,0,109,3,25.7,0,0,15,None,Sleeping
11.5106,120,111,8.5,26.6,225.1,70.3,19,None,Eating
11.5106,1091,133,53.2,32.4,0,0,37,High,Walking
11.5106,1599,126,76.6,30.5,0,0,28,High,Playing
11.5106,679,114,34.3,29.7,0,0,32,Medium,Playing
11.5106,505,105,26.3,25.8,0,51.3,20,None,Normal
11.5106,1153,126,54.1,30.5,0,0,31,Medium,Playing
11.5106,1157,125,55.3,28,0,0,31,Low,Playing
11.5106,179,104,10.2,27.8,243.3,132.9,24,None,Eating
11.5106,0,101,3,25.1,0,0,19,None,Sleeping
11.5106,1618,118,76.5,30.4,0,0,27,Medium,Playing
11.5106,260,107,15,26.3,0,60.6,23,None,Normal
11.5106,1235,119,59.9,32.3,0,0,24,None,Walking
11.5106,0,110,2,24.6,0,0,18,None,Sleeping
11.5106,0,107,3,24.8,0,0,17,None,Sleeping
11.5106,0,107,3,27.5,0,0,16,None,Sleeping
11.5067,0,104,2,27.2,0,0,17,None,Sleeping
11.5067,0,109,2,25.4,0,0,18,None,Sleeping
11.5067,0,110,1,25.3,0,0,20,None,Sleeping
11.5067,0,105,3,24.6,0,0,20,None,Sleeping
11.5067,0,111,1,25.3,0,0,17,None,Sleeping
11.5067,0,102,1,25.3,0,0,18,None,Sleeping
11.5067,0,105,2,25.8,0,0,18,None,Sleeping
11.5067,0,110,2,25.4,0,0,19,None,Sleeping
11.5067,173,110,11,28.1,278.4,186.2,25,None,Eating
11.5067,2698,118,127.2,34.2,0,0,29,None,Walking
11.5067,924,124,44.5,29,0,0,32,High,Playing
11.5067,563,108,27.9,29.5,0,5,24,Low,Normal
11.5067,293,110,16.5,25.6,0,94.2,24,None,Normal
11.5067,0,104,1,26.3,0,0,19,None,Sleeping
11.5067,1537,120,71.7,29.4,0,0,23,Medium,Playing
11.5067,1299,123,61.8,30.5,0,0,28,Medium,Playing
11.5067,611,127,31.1,30,0,0,34,Low,Playing
11.5067,343,116,18.8,27.8,206.2,90,23,None,Eating
11.5067,444,106,23.4,27.6,0,29.9,22,None,Normal
11.5067,0,109,3,25.1,0,0,16,None,Sleeping
11.5067,2513,133,118.7,34.2,0,0,33,High,Walking
11.5067,0,109,3,26.2,0,0,19,None,Sleeping
11.5067,0,108,2,26.5,0,0,16,None,Sleeping
11.5067,0,104,3,26.6,0,0,18,None,Sleeping
11.4945,0,102,3,25.7,0,0,17,None,Sleeping
11.4945,0,107,1,26.9,0,0,15,None,Sleeping
11.4945,0,101,2,26.4,0,0,18,None,Sleeping
11.4945,0,104,1,26.8,0,0,18,None,Sleeping
11.4945,0,107,3,26.6,0,0,19,None,Sleeping
11.4945,0,109,2,24.7,0,0,15,None,Sleeping
11.4945,0,105,3,26.8,0,0,17,None,Sleeping
11.4945,0,109,2,24.6,0,0,15,None,Sleeping
11.4945,316,110,15.5,25.7,243.6,76.8,19,None,Eating
11.4945,1456,114,67.9,30.5,0,0,31,Medium,Walking
11.4945,428,108,20.7,27.2,0,12.3,26,None,Normal
11.4945,1295,118,61.5,31,0,0,28,High,Playing
11.4945,0,110,3,26.7,0,0,18,None,Sleeping
11.4945,340,106,18.6,26.6,0,100.6,26,None,Normal
11.4945,0,104,1,24.7,0,0,18,None,Sleeping
11.4945,435,110,23,27,0,79.5,20,Low,Normal
11.4945,1715,137,80.9,30.7,0,0,26,Medium,Playing
11.4945,214,106,12.8,25.9,210.1,61.7,26,None,Eating
11.4945,364,115,17.7,28.3,0,70.6,19,None,Normal
11.4945,1472,121,68.7,29.6,0,0,29,Medium,Playing
11.4945,2615,136,122.2,28.7,0,0,28,Low,Walking
11.4945,1703,118,80.3,27.9,0,0,25,High,Playing
11.4945,0,103,1,26.4,0,0,20,None,Sleeping
11.4945,0,108,2,26.7,0,0,18,None,Sleeping
11.4736,0,107,1,27,0,0,18,None,Sleeping
11.4736,0,104,3,26.2,0,0,20,None,Sleeping
11.4736,0,109,1,27.2,0,0,19,None,Sleeping
11.4736,0,108,3,24.8,0,0,16,None,Sleeping
11.4736,0,109,1,25.5,0,0,17,None,Sleeping
11.4736,0,107,1,27.2,0,0,15,None,Sleeping
11.4736,0,111,2,26.4,0,0,17,None,Sleeping
11.4736,0,105,1,25.1,0,0,20,None,Sleeping
11.4736,0,109,2,26.9,0,0,15,None,Sleeping
11.4736,348,109,18,29,187.3,244.4,21,None,Eating
11.4736,2091,126,97,33.7,0,0,37,None,Walking
11.4736,0,103,3,26.4,0,0,17,None,Sleeping
11.4736,536,111,25.6,25.5,0,58.1,21,Low,Normal
11.4736,460,108,22.1,25.8,0,15,26,None,Normal
11.4736,261,115,14,27.6,0,33.4,20,None,Normal
